SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,POPESTIMATE2018,NPOPCHG_2018,BIRTHS2018,DEATHS2018,NATURALINC2018,INTERNATIONALMIG2018,DOMESTICMIG2018,NETMIG2018,RESIDUAL2018,GQESTIMATES2018,RBIRTH2018,RDEATH2018,RNATURALINC2018,RINTERNATIONALMIG2018,RDOMESTICMIG2018,RNETMIG2018
50,2,4,29,159,Missouri,Pettis County,42542,38,522,404,118,52,-132,-80,0,851,12.27570962,9.500740776,2.77496884,1.222867625,-3.104202432,-1.881334807
50,2,4,29,161,Missouri,Phelps County,44732,46,477,430,47,247,-249,-2,1,3014,10.66899282,9.617750341,1.051242479,5.524614731,-5.569348453,-0.044733723
50,2,4,29,163,Missouri,Pike County,18504,-42,215,192,23,0,-64,-64,-1,2372,11.60593792,10.36437247,1.241565452,0,-3.454790823,-3.454790823
50,2,4,29,165,Missouri,Platte County,102985,1766,1261,670,591,287,892,1179,-4,869,12.3503947,6.562065386,5.788329318,2.810914576,8.736361678,11.54727625
50,2,4,29,167,Missouri,Polk County,32201,435,378,413,-35,-3,472,469,1,1514,11.81859396,12.91290822,-1.094314256,-0.093798365,14.75760939,14.66381103
50,2,4,29,169,Missouri,Pulaski County,52014,168,744,285,459,34,-323,-289,-2,9953,14.32697863,5.488157135,8.838821491,0.654727518,-6.219911419,-5.565183901
50,2,4,29,171,Missouri,Putnam County,4757,-39,57,56,1,-2,-38,-40,0,57,11.93342406,11.72406574,0.209358317,-0.418716634,-7.955616037,-8.37433267
50,2,4,29,173,Missouri,Ralls County,10212,-10,93,78,15,0,-23,-23,-2,54,9.102476265,7.634334932,1.468141333,0,-2.251150044,-2.251150044
50,2,4,29,175,Missouri,Randolph County,24763,-169,289,240,49,4,-224,-220,2,2255,11.63094879,9.658919408,1.972029379,0.16098199,-9.014991448,-8.854009458
50,2,4,29,177,Missouri,Ray County,22883,44,247,284,-37,-2,83,81,0,311,10.80442675,12.42290364,-1.618476882,-0.087485237,3.63063733,3.543152093
50,2,4,29,179,Missouri,Reynolds County,6254,-14,43,85,-42,0,29,29,-1,101,6.867912474,13.57610605,-6.708193579,0,4.631847948,4.631847948
50,2,4,29,181,Missouri,Ripley County,13401,-168,157,219,-62,-1,-104,-105,-1,63,11.64256581,16.24026696,-4.597701149,-0.07415647,-7.712272896,-7.786429366
50,2,4,29,183,Missouri,St. Charles County,399182,3937,4404,2863,1541,610,1795,2405,-9,5448,11.08723646,7.207710715,3.879525746,1.535698057,4.518980347,6.054678403
50,2,4,29,185,Missouri,St. Clair County,9395,10,115,152,-37,-3,50,47,0,207,12.24707135,16.18743344,-3.940362087,-0.319488818,5.324813632,5.005324814
50,2,4,29,186,Missouri,Ste. Genevieve County,17888,75,182,194,-12,6,82,88,-1,277,10.19579284,10.86804291,-0.672250077,0.336125039,4.59370886,4.929833898
50,2,4,29,187,Missouri,St. Francois County,66692,39,683,788,-105,-7,152,145,-1,7019,10.24410364,11.81896584,-1.5748622,-0.104990813,2.279800518,2.174809704
50,2,4,29,189,Missouri,St. Louis County,996945,297,11309,10025,1284,2591,-3562,-971,-16,19326,11.34534481,10.0572183,1.288126513,2.599326944,-3.573447539,-0.974120595
50,2,4,29,195,Missouri,Saline County,22895,-29,223,240,-17,54,-64,-10,-2,1488,9.733953164,10.47600341,-0.742050241,2.357100766,-2.793600908,-0.436500142
50,2,4,29,197,Missouri,Schuyler County,4599,85,72,41,31,3,50,53,1,47,15.80160211,8.998134533,6.803467574,0.658400088,10.9733348,11.63173488
50,2,4,29,199,Missouri,Scotland County,4966,3,94,43,51,0,-48,-48,0,76,18.93443449,8.661496626,10.27293786,0,-9.668647397,-9.668647397
50,2,4,29,201,Missouri,Scott County,38458,-108,461,464,-3,18,-122,-104,-1,559,11.97029497,12.04819277,-0.077897798,0.467386789,-3.167843789,-2.700457
50,2,4,29,203,Missouri,Shannon County,8189,-50,88,87,1,0,-50,-50,-1,80,10.71341612,10.59167275,0.121743365,0,-6.087168249,-6.087168249
50,2,4,29,205,Missouri,Shelby County,6050,33,76,53,23,1,10,11,-1,198,12.59633712,8.784287727,3.812049391,0.165741278,1.657412779,1.823154057
50,2,4,29,207,Missouri,Stoddard County,29206,-140,294,385,-91,-5,-44,-49,0,689,10.04235551,13.15070365,-3.108348135,-0.170788359,-1.50293756,-1.673725919
50,2,4,29,209,Missouri,Stone County,31749,91,240,392,-152,9,234,243,0,300,7.570142098,12.36456543,-4.794423329,0.283880329,7.380888545,7.664768874
50,2,4,29,211,Missouri,Sullivan County,6221,22,83,68,15,20,-12,8,-1,108,13.36553945,10.95008052,2.415458937,3.220611916,-1.93236715,1.288244767
50,2,4,29,213,Missouri,Taney County,55852,727,651,532,119,8,600,608,0,1754,11.73216072,9.5875722,2.144588518,0.144174018,10.81305135,10.95722537
50,2,4,29,215,Missouri,Texas County,25571,-114,283,274,9,-7,-115,-122,-1,1894,11.04260965,10.69143125,0.351178399,-0.273138754,-4.487279538,-4.760418292
50,2,4,29,217,Missouri,Vernon County,20528,-8,223,218,5,8,-21,-13,0,868,10.86109488,10.61757257,0.243522307,0.389635691,-1.022793688,-0.633157997
50,2,4,29,219,Missouri,Warren County,34711,346,418,315,103,6,236,242,1,317,12.10261162,9.120389137,2.98222248,0.173721698,6.833053448,7.006775146
50,2,4,29,221,Missouri,Washington County,24943,-65,282,279,3,-1,-65,-66,-2,1092,11.29106524,11.17094753,0.120117715,-0.040039238,-2.602550499,-2.642589738
50,2,4,29,223,Missouri,Wayne County,13122,-183,139,205,-66,0,-116,-116,-1,133,10.51954441,15.51443599,-4.994891588,0,-8.778900367,-8.778900367
50,2,4,29,225,Missouri,Webster County,39109,426,580,382,198,4,226,230,-2,927,14.91155903,9.821061292,5.090497738,0.102838338,5.810366105,5.913204443
50,2,4,29,227,Missouri,Worth County,2040,-9,23,22,1,0,-10,-10,0,52,11.2496943,10.76057716,0.489117144,0,-4.891171436,-4.891171436
50,2,4,29,229,Missouri,Wright County,18378,39,261,222,39,-4,6,2,-2,195,14.21684778,12.09249122,2.124356565,-0.217882725,0.326824087,0.108941362
50,2,4,29,510,Missouri,St. Louis city,302838,-5028,4047,3222,825,848,-6701,-5853,0,11551,13.25355655,10.55175666,2.70179989,2.777122796,-21.94516492,-19.16804213
40,4,8,30,0,Montana,Montana,1062305,9215,12050,9726,2324,889,5987,6876,15,28965,11.39267135,9.195445768,2.197225577,0.840504965,5.660408576,6.500913541
50,4,8,30,1,Montana,Beaverhead County,9404,-49,82,94,-12,15,-53,-38,1,442,8.697035584,9.969772498,-1.272736915,1.590921143,-5.621254706,-4.030333563
50,4,8,30,3,Montana,Big Horn County,13338,-106,240,153,87,38,-230,-192,-1,137,17.92248525,11.42558435,6.496900904,2.837726832,-17.17571503,-14.3379882
50,4,8,30,5,Montana,Blaine County,6807,63,99,61,38,14,13,27,-2,220,14.61146779,9.003025607,5.608442181,2.066268172,1.918677588,3.984945761
50,4,8,30,7,Montana,Broadwater County,6085,152,56,54,2,1,148,149,1,52,9.319354302,8.98652022,0.332834082,0.166417041,24.62972208,24.79613913
50,4,8,30,9,Montana,Carbon County,10714,23,75,86,-11,3,30,33,1,53,7.007708479,8.035505723,-1.027797244,0.280308339,2.803083392,3.083391731
50,4,8,30,11,Montana,Carter County,1238,15,18,13,5,0,12,12,-2,11,14.62819992,10.56481105,4.063388866,0,9.752133279,9.752133279
50,4,8,30,13,Montana,Cascade County,81643,39,1067,843,224,-43,-136,-179,-6,2488,13.07221572,10.32790802,2.744307706,-0.526809068,-1.666186821,-2.19299589
50,4,8,30,15,Montana,Chouteau County,5745,-7,54,62,-8,3,-2,1,0,135,9.393754893,10.78542228,-1.391667391,0.521875272,-0.347916848,0.173958424
50,4,8,30,17,Montana,Custer County,11586,-139,138,142,-4,0,-136,-136,1,431,11.83990391,12.18308953,-0.343185621,0,-11.6683111,-11.6683111
50,4,8,30,19,Montana,Daniels County,1747,8,15,16,-1,5,4,9,0,41,8.605851979,9.179575445,-0.573723465,2.868617326,2.294893861,5.163511188
50,4,8,30,21,Montana,Dawson County,8680,-265,88,88,0,-6,-261,-267,2,498,9.985815603,9.985815603,0,-0.680851064,-29.61702128,-30.29787234
50,4,8,30,23,Montana,Deer Lodge County,9131,38,74,112,-38,-3,79,76,0,854,8.121158911,12.29148376,-4.170324846,-0.329236172,8.669885865,8.340649693
50,4,8,30,25,Montana,Fallon County,2920,-88,39,25,14,0,-102,-102,0,34,13.15789474,8.434547908,4.723346829,0,-34.41295547,-34.41295547
50,4,8,30,27,Montana,Fergus County,11113,-170,121,142,-21,5,-155,-150,1,465,10.80550098,12.68083586,-1.875334881,0.446508305,-13.84175746,-13.39524915
50,4,8,30,29,Montana,Flathead County,102106,2014,1144,884,260,-11,1757,1746,8,992,11.3156411,8.74390449,2.571736615,-0.108804241,17.37900474,17.2702005
50,4,8,30,31,Montana,Gallatin County,111876,3220,1282,569,713,193,2295,2488,19,3273,11.62643063,5.160248853,6.466181779,1.75031288,20.81330601,22.56361889
50,4,8,30,33,Montana,Garfield County,1268,-20,17,11,6,0,-26,-26,0,0,13.30203443,8.607198748,4.694835681,0,-20.34428795,-20.34428795
50,4,8,30,35,Montana,Glacier County,13747,72,230,180,50,10,13,23,-1,690,16.77485231,13.12814529,3.646707024,0.729341405,0.948143826,1.677485231
50,4,8,30,37,Montana,Golden Valley County,826,6,10,2,8,0,-3,-3,1,89,12.15066829,2.430133657,9.720534629,0,-3.645200486,-3.645200486
50,4,8,30,39,Montana,Granite County,3378,20,18,30,-12,2,30,32,0,40,5.344418052,8.90736342,-3.562945368,0.593824228,8.90736342,9.501187649
50,4,8,30,41,Montana,Hill County,16347,-116,300,150,150,3,-269,-266,0,593,18.28710759,9.143553795,9.143553795,0.182871076,-16.3974398,-16.21456873
50,4,8,30,43,Montana,Jefferson County,12097,160,92,116,-24,4,182,186,-2,230,7.65582092,9.652991595,-1.997170675,0.332861779,15.14521095,15.47807273
50,4,8,30,45,Montana,Judith Basin County,1952,3,13,10,3,1,0,1,-1,0,6.664957703,5.126890541,1.538067162,0.512689054,0,0.512689054
50,4,8,30,47,Montana,Lake County,30250,6,359,331,28,1,-19,-18,-4,586,11.86894568,10.94323404,0.925711641,0.03306113,-0.628161471,-0.595100341
50,4,8,30,49,Montana,Lewis and Clark County,68700,851,785,634,151,-11,710,699,1,1960,11.49770412,9.286043838,2.211660283,-0.161114325,10.39919736,10.23808303
50,4,8,30,51,Montana,Liberty County,2430,14,25,18,7,0,8,8,-1,403,10.31778787,7.428807264,2.888980603,0,3.301692117,3.301692117
50,4,8,30,53,Montana,Lincoln County,19794,286,166,252,-86,22,348,370,2,209,8.447407257,12.82377487,-4.376367615,1.119535902,17.70902244,18.82855834
50,4,8,30,55,Montana,McCone County,1675,-30,20,17,3,0,-34,-34,1,19,11.83431953,10.0591716,1.775147929,0,-20.1183432,-20.1183432
50,4,8,30,57,Montana,Madison County,8768,380,67,78,-11,124,266,390,1,163,7.81067848,9.093028678,-1.282350198,14.45558405,31.00955934,45.46514339
50,4,8,30,59,Montana,Meagher County,1866,10,14,19,-5,2,14,16,-1,174,7.522837184,10.20956475,-2.686727566,1.074691026,7.522837184,8.597528211
50,4,8,30,61,Montana,Mineral County,4316,71,39,41,-2,-2,75,73,0,22,9.111085154,9.57832029,-0.467235136,-0.467235136,17.5213176,17.05408247
50,4,8,30,63,Montana,Missoula County,118791,928,1174,878,296,154,477,631,1,3645,9.921657779,7.420115443,2.501542336,1.301478107,4.03120167,5.332679777
50,4,8,30,65,Montana,Musselshell County,4651,6,38,63,-25,7,25,32,-1,52,8.17555938,13.55421687,-5.378657487,1.506024096,5.378657487,6.884681584
50,4,8,30,67,Montana,Park County,16736,298,151,157,-6,38,265,303,1,108,9.103514801,9.465243866,-0.361729065,2.290950745,15.97636703,18.26731778
50,4,8,30,69,Montana,Petroleum County,513,2,2,1,1,0,1,1,0,0,3.90625,1.953125,1.953125,0,1.953125,1.953125
50,4,8,30,71,Montana,Phillips County,4074,-44,53,38,15,-1,-57,-58,-1,127,12.93945313,9.27734375,3.662109375,-0.244140625,-13.91601563,-14.16015625
50,4,8,30,73,Montana,Pondera County,5972,-8,86,60,26,10,-42,-32,-2,645,14.39089692,10.04016064,4.350736278,1.673360107,-7.02811245,-5.354752343
50,4,8,30,75,Montana,Powder River County,1716,-28,19,16,3,0,-32,-32,1,35,10.98265896,9.248554913,1.734104046,0,-18.49710983,-18.49710983
50,4,8,30,77,Montana,Powell County,6968,160,53,72,-19,1,175,176,3,1708,7.694541231,10.45296167,-2.758420441,0.145180023,25.40650407,25.55168409
50,4,8,30,79,Montana,Prairie County,1087,-25,8,11,-3,4,-27,-23,1,21,7.276034561,10.00454752,-2.72851296,3.638017281,-24.55661664,-20.91859936
50,4,8,30,81,Montana,Ravalli County,43172,624,379,466,-87,-20,730,710,1,478,8.842743817,10.87260849,-2.029864676,-0.466635558,17.03219785,16.5655623
50,4,8,30,83,Montana,Richland County,10913,-128,138,84,54,2,-185,-183,1,34,12.57174091,7.652364034,4.919376879,0.182199144,-16.85342079,-16.67122165
50,4,8,30,85,Montana,Roosevelt County,11059,-101,221,153,68,5,-173,-168,-1,186,19.89288447,13.77199694,6.120887529,0.45006526,-15.57225798,-15.12219272
50,4,8,30,87,Montana,Rosebud County,9063,-196,149,102,47,6,-251,-245,2,65,16.26459994,11.13415566,5.130444275,0.654950333,-27.39875559,-26.74380526
50,4,8,30,89,Montana,Sanders County,11844,152,109,139,-30,-3,185,182,0,188,9.262406526,11.81169273,-2.5492862,-0.25492862,15.72059823,15.46566961
50,4,8,30,91,Montana,Sheridan County,3424,-77,38,41,-3,24,-97,-73,-1,85,10.97472924,11.84115524,-0.866425993,6.931407942,-28.01444043,-21.08303249
50,4,8,30,93,Montana,Silver Bow County,34993,78,389,412,-23,148,-47,101,0,998,11.12891229,11.78691995,-0.658007667,4.234136293,-1.344624363,2.88951193
50,4,8,30,95,Montana,Stillwater County,9534,82,79,83,-4,20,67,87,-1,112,8.321921416,8.743284525,-0.42136311,2.106815548,7.057832087,9.164647635
50,4,8,30,97,Montana,Sweet Grass County,3710,27,33,28,5,1,22,23,-1,45,8.927363722,7.574732855,1.352630867,0.270526173,5.951575815,6.222101988
50,4,8,30,99,Montana,Teton County,6162,48,80,54,26,11,12,23,-1,461,13.03356142,8.797653959,4.235907462,1.792114695,1.955034213,3.747148908
50,4,8,30,101,Montana,Toole County,4853,-28,58,38,20,-3,-45,-48,0,673,11.91699199,7.807684405,4.109307582,-0.616396137,-9.245942059,-9.862338196
50,4,8,30,103,Montana,Treasure County,679,3,10,5,5,0,-2,-2,0,0,14.7601476,7.380073801,7.380073801,0,-2.95202952,-2.95202952
50,4,8,30,105,Montana,Valley County,7437,4,85,62,23,7,-27,-20,1,126,11.43241426,8.338937458,3.093476799,0.941492939,-3.631472764,-2.689979825
50,4,8,30,107,Montana,Wheatland County,2236,52,25,24,1,32,20,52,-1,147,11.3122172,10.85972851,0.452488688,14.47963801,9.049773756,23.52941177
50,4,8,30,109,Montana,Wibaux County,1034,17,10,10,0,0,17,17,0,24,9.751340809,9.751340809,0,0,16.57727938,16.57727938
50,4,8,30,111,Montana,Yellowstone County,160137,908,1916,1496,420,76,418,494,-6,3698,11.99877257,9.368561462,2.630211106,0.475942962,2.617686291,3.093629253
40,2,4,31,0,Nebraska,Nebraska,1929268,11693,25899,15565,10334,4705,-3314,1391,-32,51115,13.46506733,8.092350013,5.372717317,2.446161697,-1.722971278,0.723190419
50,2,4,31,1,Nebraska,Adams County,31511,-263,406,309,97,68,-432,-364,4,1296,12.83084459,9.765347239,3.065497353,2.149008454,-13.65252429,-11.50351584
50,2,4,31,3,Nebraska,Antelope County,6336,-12,91,66,25,10,-48,-38,1,60,14.34878587,10.40681173,3.941974141,1.576789656,-7.56859035,-5.991800694
50,2,4,31,5,Nebraska,Arthur County,465,10,4,2,2,0,7,7,1,0,8.695652174,4.347826087,4.347826087,0,15.2173913,15.2173913
50,2,4,31,7,Nebraska,Banner County,730,-4,7,3,4,2,-10,-8,0,0,9.56284153,4.098360656,5.464480874,2.732240437,-13.66120219,-10.92896175
50,2,4,31,9,Nebraska,Blaine County,476,-2,4,2,2,0,-5,-5,1,0,8.385744235,4.192872117,4.192872117,0,-10.48218029,-10.48218029
50,2,4,31,11,Nebraska,Boone County,5239,-90,61,66,-5,3,-88,-85,0,102,11.54428463,12.49053747,-0.946252839,0.567751703,-16.65404996,-16.08629826
50,2,4,31,13,Nebraska,Box Butte County,10772,-88,131,110,21,10,-120,-110,1,136,12.11168639,10.17011834,1.941568047,0.924556213,-11.09467456,-10.17011834
50,2,4,31,15,Nebraska,Boyd County,1955,-7,17,20,-3,0,-3,-3,-1,34,8.680112331,10.21189686,-1.531784529,0,-1.531784529,-1.531784529
50,2,4,31,17,Nebraska,Brown County,2973,-34,28,30,-2,0,-33,-33,1,18,9.364548495,10.03344482,-0.668896321,0,-11.0367893,-11.0367893
50,2,4,31,19,Nebraska,Buffalo County,49615,113,693,372,321,105,-315,-210,2,1975,13.98347408,7.506280456,6.47719362,2.118708193,-6.35612458,-4.237416387
50,2,4,31,21,Nebraska,Burt County,6488,-49,70,92,-22,1,-27,-26,-1,117,10.74856046,14.12667946,-3.378119002,0.153550864,-4.145873321,-3.992322457
50,2,4,31,23,Nebraska,Butler County,8058,18,82,82,0,2,17,19,-1,166,10.18760094,10.18760094,0,0.248478072,2.11206361,2.360541682
50,2,4,31,25,Nebraska,Cass County,26159,255,272,235,37,-1,219,218,0,267,10.44887924,9.027524346,1.421354897,-0.038414997,8.41288439,8.374469393
50,2,4,31,27,Nebraska,Cedar County,8446,-69,107,103,4,-1,-72,-73,0,128,12.61718059,12.14551029,0.471670303,-0.117917576,-8.490065444,-8.60798302
50,2,4,31,29,Nebraska,Chase County,3977,33,55,47,8,28,-2,26,-1,64,13.88713546,11.86718849,2.019946976,7.069814417,-0.504986744,6.564827673
50,2,4,31,31,Nebraska,Cherry County,5761,-46,68,63,5,-1,-49,-50,-1,40,11.75656985,10.89211618,0.864453665,-0.172890733,-8.47164592,-8.644536653
50,2,4,31,33,Nebraska,Cheyenne County,9310,-347,112,81,31,-4,-376,-380,2,98,11.80998577,8.541150419,3.268835346,-0.421785206,-39.64780935,-40.06959456
50,2,4,31,35,Nebraska,Clay County,6214,10,80,65,15,1,-6,-5,0,74,12.88452247,10.46867451,2.415847963,0.161056531,-0.966339185,-0.805282654
50,2,4,31,37,Nebraska,Colfax County,10881,106,196,58,138,193,-225,-32,0,77,18.10121906,5.356483192,12.74473587,17.82415959,-20.77946066,-2.955301071
50,2,4,31,39,Nebraska,Cuming County,8940,-24,104,90,14,2,-41,-39,1,126,11.61751564,10.0536193,1.563896336,0.223413762,-4.579982127,-4.356568365
50,2,4,31,41,Nebraska,Custer County,10840,-40,130,128,2,-2,-39,-41,-1,132,11.97053407,11.78637201,0.184162063,-0.184162063,-3.591160221,-3.775322284
50,2,4,31,43,Nebraska,Dakota County,20083,15,353,144,209,36,-230,-194,0,244,17.58362183,7.172922219,10.41069961,1.793230555,-11.45675077,-9.663520211
50,2,4,31,45,Nebraska,Dawes County,8716,-169,88,80,8,16,-196,-180,3,1005,9.999431851,9.090392591,0.909039259,1.818078518,-22.27146185,-20.45338333
50,2,4,31,47,Nebraska,Dawson County,23709,66,394,195,199,130,-262,-132,-1,294,16.64132455,8.236188545,8.405136003,5.490792364,-11.06605846,-5.575266092
50,2,4,31,49,Nebraska,Deuel County,1825,-43,14,21,-7,1,-38,-37,1,0,7.581911725,11.37286759,-3.790955862,0.541565123,-20.57947468,-20.03790956
50,2,4,31,51,Nebraska,Dixon County,5709,-51,78,56,22,14,-86,-72,-1,70,13.60188334,9.765454704,3.836428634,2.441363676,-14.9969483,-12.55558462
50,2,4,31,53,Nebraska,Dodge County,36791,-3,482,406,76,73,-151,-78,-1,1178,13.10049603,11.03485765,2.065638377,1.98410002,-4.104097302,-2.119997282
50,2,4,31,55,Nebraska,Douglas County,566880,6307,8488,3960,4528,1745,57,1802,-23,12595,15.05694694,7.024683069,8.032263873,3.095472716,0.101112862,3.196585578
50,2,4,31,57,Nebraska,Dundy County,1770,-23,18,29,-11,-2,-10,-12,0,32,10.10384507,16.27841706,-6.17457199,-1.122649453,-5.613247264,-6.735896716
50,2,4,31,59,Nebraska,Fillmore County,5527,-37,62,81,-19,0,-18,-18,0,186,11.18023623,14.60643765,-3.426201425,0,-3.245875034,-3.245875034
50,2,4,31,61,Nebraska,Franklin County,3023,35,33,31,2,0,35,35,-2,46,10.97987024,10.31442356,0.665446681,0,11.64531692,11.64531692
50,2,4,31,63,Nebraska,Frontier County,2608,-18,21,13,8,2,-28,-26,0,113,8.024455483,4.967520061,3.056935422,0.764233856,-10.69927398,-9.935040122
50,2,4,31,65,Nebraska,Furnas County,4715,-53,55,56,-1,0,-51,-51,-1,78,11.59970474,11.81060846,-0.210903722,0,-10.75608984,-10.75608984
50,2,4,31,67,Nebraska,Gage County,21493,-122,240,251,-11,-4,-108,-112,1,489,11.13482416,11.64517027,-0.510346107,-0.185580403,-5.010670873,-5.196251276
50,2,4,31,69,Nebraska,Garden County,1897,0,21,15,6,0,-5,-5,-1,24,11.0701107,7.907221929,3.162888772,0,-2.635740643,-2.635740643
50,2,4,31,71,Nebraska,Garfield County,1987,-12,18,26,-8,0,-4,-4,0,54,9.031610637,13.04565981,-4.014049172,0,-2.007024586,-2.007024586
50,2,4,31,73,Nebraska,Gosper County,1996,-31,23,21,2,0,-33,-33,0,41,11.43425305,10.43997017,0.994282874,0,-16.40566741,-16.40566741
50,2,4,31,75,Nebraska,Grant County,660,11,11,6,5,0,7,7,-1,3,16.80672269,9.167303285,7.639419404,0,10.69518717,10.69518717
50,2,4,31,77,Nebraska,Greeley County,2356,-21,24,32,-8,1,-14,-13,0,56,10.14155927,13.52207902,-3.380519755,0.422564969,-5.915909571,-5.493344602
50,2,4,31,79,Nebraska,Hall County,61607,230,926,532,394,362,-528,-166,2,1039,15.05886945,8.651531907,6.40733754,5.886944643,-8.586482795,-2.699538151
50,2,4,31,81,Nebraska,Hamilton County,9280,70,120,78,42,0,29,29,-1,116,12.97998918,8.436992969,4.542996214,0,3.136830719,3.136830719
50,2,4,31,83,Nebraska,Harlan County,3401,-27,38,32,6,1,-36,-35,2,40,11.12900864,9.371796749,1.757211891,0.292868648,-10.54327134,-10.25040269
50,2,4,31,85,Nebraska,Hayes County,916,23,18,3,15,1,7,8,0,0,19.90049751,3.316749585,16.58374793,1.105583195,7.739082366,8.844665561
50,2,4,31,87,Nebraska,Hitchcock County,2806,-9,25,38,-13,1,3,4,0,26,8.895214375,13.52072585,-4.625511475,0.355808575,1.067425725,1.4232343
50,2,4,31,89,Nebraska,Holt County,10178,-8,139,119,20,11,-38,-27,-1,112,13.65154194,11.6872913,1.964250638,1.080337851,-3.732076213,-2.651738362
50,2,4,31,91,Nebraska,Hooker County,682,14,6,8,-2,0,16,16,0,22,8.888888889,11.85185185,-2.962962963,0,23.7037037,23.7037037
50,2,4,31,93,Nebraska,Howard County,6468,54,72,62,10,0,46,46,-2,66,11.17838845,9.625834498,1.552553951,0,7.141748176,7.141748176
50,2,4,31,95,Nebraska,Jefferson County,7097,-67,80,88,-8,6,-65,-59,0,88,11.21940958,12.34135054,-1.121940958,0.841455718,-9.115770283,-8.274314564
50,2,4,31,97,Nebraska,Johnson County,5134,-42,39,54,-15,3,-30,-27,0,1026,7.565470417,10.47526673,-2.909796314,0.581959263,-5.819592629,-5.237633366
50,2,4,31,99,Nebraska,Kearney County,6544,31,75,67,8,0,22,22,1,72,11.48809068,10.26269434,1.225396339,0,3.369839933,3.369839933
50,2,4,31,101,Nebraska,Keith County,8021,-57,92,79,13,-4,-65,-69,-1,34,11.42928132,9.814274179,1.615007143,-0.496925275,-8.075035717,-8.571960991
50,2,4,31,103,Nebraska,Keya Paha County,810,17,6,1,5,0,12,12,0,0,7.485963818,1.247660636,6.238303182,0,14.97192764,14.97192764
50,2,4,31,105,Nebraska,Kimball County,3618,17,37,46,-9,14,12,26,0,45,10.25072725,12.74414739,-2.493420141,3.878653553,3.324560188,7.203213742
50,2,4,31,107,Nebraska,Knox County,8419,-39,105,101,4,2,-44,-42,-1,221,12.44296972,11.96895183,0.474017894,0.237008947,-5.214196836,-4.977187889
50,2,4,31,109,Nebraska,Lancaster County,317272,3295,3964,2106,1858,1142,305,1447,-10,14984,12.55922782,6.672485818,5.886741999,3.618223554,0.966338165,4.584561718
50,2,4,31,111,Nebraska,Lincoln County,35185,-129,427,348,79,21,-228,-207,-1,606,12.113647,9.872480461,2.241166541,0.595753131,-6.468176854,-5.872423722
50,2,4,31,113,Nebraska,Logan County,749,-13,9,6,3,1,-17,-16,0,0,11.91264064,7.941760424,3.970880212,1.323626737,-22.50165453,-21.1780278
50,2,4,31,115,Nebraska,Loup County,618,13,6,8,-2,0,15,15,0,0,9.811937858,13.08258381,-3.270645953,0,24.52984464,24.52984464
50,2,4,31,117,Nebraska,McPherson County,492,-2,2,2,0,0,-1,-1,-1,0,4.056795132,4.056795132,0,0,-2.028397566,-2.028397566
50,2,4,31,119,Nebraska,Madison County,35392,120,497,374,123,141,-142,-1,-2,1267,14.06656855,10.58530511,3.481263444,3.990716631,-4.019019586,-0.028302955
50,2,4,31,121,Nebraska,Merrick County,7733,-128,90,92,-2,0,-127,-127,1,195,11.54290112,11.79941003,-0.256508914,0,-16.28831602,-16.28831602
50,2,4,31,123,Nebraska,Morrill County,4686,-122,44,46,-2,5,-125,-120,0,78,9.269012008,9.690330735,-0.421318728,1.053296819,-26.33242048,-25.27912366
50,2,4,31,125,Nebraska,Nance County,3532,-44,39,41,-2,6,-49,-43,1,143,10.97355093,11.53629713,-0.562746201,1.688238604,-13.78728194,-12.09904333
50,2,4,31,127,Nebraska,Nemaha County,6958,-3,80,63,17,3,-24,-21,1,467,11.49507867,9.052374452,2.442704217,0.43106545,-3.448523601,-3.017458151
50,2,4,31,129,Nebraska,Nuckolls County,4195,-65,43,63,-20,2,-46,-44,-1,50,10.17149616,14.9024246,-4.730928445,0.473092845,-10.88113542,-10.40804258
50,2,4,31,131,Nebraska,Otoe County,15985,53,196,162,34,29,-9,20,-1,278,12.28185606,10.15133001,2.130526052,1.817213397,-0.563962778,1.253250619
50,2,4,31,133,Nebraska,Pawnee County,2632,-1,31,30,1,0,-3,-3,1,39,11.77587844,11.3960114,0.379867047,0,-1.13960114,-1.13960114
50,2,4,31,135,Nebraska,Perkins County,2929,35,37,21,16,4,15,19,0,35,12.708226,7.212776919,5.495449081,1.37386227,5.151983514,6.525845784
50,2,4,31,137,Nebraska,Phelps County,8996,-46,102,100,2,4,-53,-49,1,239,11.30945781,11.08770374,0.221754075,0.44350815,-5.87648298,-5.432974831
50,2,4,31,139,Nebraska,Pierce County,7142,34,79,66,13,1,22,23,-2,90,11.0877193,9.263157895,1.824561404,0.140350877,3.087719298,3.228070175
50,2,4,31,141,Nebraska,Platte County,33363,81,473,278,195,104,-218,-114,0,447,14.19461325,8.342711381,5.851901868,3.12101433,-6.542126191,-3.421111861
50,2,4,31,143,Nebraska,Polk County,5278,-66,59,55,4,9,-79,-70,0,111,11.10901902,10.35586519,0.753153832,1.694596121,-14.87478818,-13.18019205
50,2,4,31,145,Nebraska,Red Willow County,10726,-24,134,118,16,9,-48,-39,-1,428,12.47904638,10.98901099,1.490035388,0.838144906,-4.470106165,-3.631961259
50,2,4,31,147,Nebraska,Richardson County,7937,-44,84,113,-29,-1,-16,-17,2,148,10.55408971,14.19776354,-3.643673828,-0.125643925,-2.010302802,-2.135946727
