Population,County,State
17313.0,Dukes,Massachusetts
1595192.0,Middlesex,Massachusetts
127328.0,Berkshire,Massachusetts
781024.0,Essex,Massachusetts
558905.0,Bristol,Massachusetts
469116.0,Hampden,Massachusetts
512135.0,Plymouth,Massachusetts
70935.0,Franklin,Massachusetts
698249.0,Norfolk,Massachusetts
161159.0,Hampshire,Massachusetts
11101.0,Nantucket,Massachusetts
149699.0,Monroe,Michigan
115250.0,Allegan,Michigan
45830.0,Hillsdale,Michigan
9194.0,Alger,Michigan
26417.0,Oceana,Michigan
21639.0,Leelanau,Michigan
30616.0,Clare,Michigan
2130.0,Keweenaw,Michigan
70775.0,Isabella,Michigan
284034.0,Ottawa,Michigan
53250.0,Tuscola,Michigan
28612.0,Alpena,Michigan
64176.0,Ionia,Michigan
83389.0,Midland,Michigan
154807.0,Berrien,Michigan
8277.0,Oscoda,Michigan
13836.0,Crawford,Michigan
77896.0,Clinton,Michigan
41067.0,Gratiot,Michigan
31543.0,Huron,Michigan
98474.0,Lenawee,Michigan
28884.0,Mason,Michigan
63209.0,Montcalm,Michigan
60897.0,St. Joseph,Michigan
159566.0,St. Clair,Michigan
365961.0,Washtenaw,Michigan
15165.0,Arenac,Michigan
51460.0,Cass,Michigan
11212.0,Iron,Michigan
23877.0,Roscommon,Michigan
1761382.0,Wayne,Michigan
43584.0,Branch,Michigan
158913.0,Jackson,Michigan
10817.0,Mackinac,Michigan
23177.0,Antrim,Michigan
36360.0,Houghton,Michigan
25247.0,Iosco,Michigan
11763.0,Lake,Michigan
9261.0,Montmorency,Michigan
12797.0,Presque Isle,Michigan
261573.0,Kalamazoo,Michigan
43264.0,Mecosta,Michigan
66939.0,Marquette,Michigan
48142.0,Newaygo,Michigan
23232.0,Osceola,Michigan
24397.0,Otsego,Michigan
134473.0,Calhoun,Michigan
25458.0,Cheboygan,Michigan
6364.0,Luce,Michigan
643140.0,Kent,Michigan
868704.0,Macomb,Michigan
104786.0,Bay,Michigan
192778.0,Saginaw,Michigan
68493.0,Shiawassee,Michigan
8507.0,Baraga,Michigan
26219.0,Charlevoix,Michigan
109155.0,Eaton,Michigan
36190.0,Delta,Michigan
15414.0,Gogebic,Michigan
33039.0,Emmet,Michigan
6660.0,Woodruff,Arkansas
25230.0,Cleburne,Arkansas
8226.0,Cleveland,Arkansas
17225.0,Jackson,Arkansas
22018.0,Hempstead,Arkansas
17043.0,Sharp,Arkansas
12446.0,Stone,Arkansas
228529.0,Washington,Arkansas
41219.0,Baxter,Arkansas
20537.0,Ashley,Arkansas
105701.0,Craighead,Arkansas
44623.0,Greene,Arkansas
6915.0,Lafayette,Arkansas
10322.0,Perry,Arkansas
19034.0,Phillips,Arkansas
24054.0,Poinsett,Arkansas
17193.0,Sevier,Arkansas
21573.0,Yell,Arkansas
5202.0,Calhoun,Arkansas
22385.0,Clark,Arkansas
10948.0,Bradley,Arkansas
7249.0,Monroe,Arkansas
20163.0,Polk,Arkansas
24106.0,Ouachita,Arkansas
7848.0,Newton,Arkansas
12417.0,Little River,Arkansas
27887.0,Carroll,Arkansas
43759.0,Miller,Arkansas
64148.0,Lake,California
17540.0,Mariposa,California
75493.0,Yuba,California
1133247.0,Contra Costa,California
31185.0,Lassen,California
443738.0,Santa Barbara,California
501317.0,Sonoma,California
180216.0,Imperial,California
14174.0,Mono,California
1643700.0,Alameda,California
1510023.0,Sacramento,California
140530.0,Napa,California
433212.0,Monterey,California
2930.0,Sierra,California
3302833.0,San Diego,California
214977.0,Yolo,California
135768.0,Humboldt,California
1146.0,Alpine,California
87422.0,Mendocino,California
273765.0,Santa Cruz,California
10098052.0,Los Angeles,California
2383286.0,Riverside,California
1922200.0,Santa Clara,California
260295.0,Marin,California
43540.0,Siskiyou,California
179085.0,Shasta,California
27424.0,Del Norte,California
281455.0,San Luis Obispo,California
27897.0,Glenn,California
227075.0,Butte,California
18699.0,Plumas,California
883053.0,Kern,California
3164182.0,Orange,California
45235.0,Calaveras,California
95872.0,Sutter,California
765935.0,San Mateo,California
53932.0,Tuolumne,California
732212.0,San Joaquin,California
37829.0,Amador,California
4318.0,Phillips,Colorado
12908.0,Archuleta,Colorado
693417.0,Denver,Colorado
1449.0,Kiowa,Colorado
6583.0,Huerfano,Colorado
3563.0,Baca,Colorado
19164.0,Chaffee,Colorado
5924.0,Gilpin,Colorado
7635.0,Kit Carson,Colorado
58538.0,Garfield,Colorado
16537.0,Gunnison,Colorado
570427.0,Jefferson,Colorado
823.0,Mineral,Colorado
4722.0,Ouray,Colorado
6465.0,Rio Blanco,Colorado
2350.0,Sedgwick,Colorado
8142.0,Conejos,Colorado
3687.0,Costilla,Colorado
497115.0,Adams,Colorado
54357.0,Eagle,Colorado
7585.0,Lake,Colorado
13060.0,Moffat,Colorado
17909.0,Pitkin,Colorado
2039.0,Cheyenne,Colorado
5630.0,Crowley,Colorado
1841.0,Dolores,Colorado
1296.0,Jackson,Colorado
338161.0,Larimer,Colorado
25909.0,Montezuma,Colorado
7968.0,San Miguel,Colorado
321030.0,Boulder,Colorado
14179.0,Las Animas,Colorado
10069.0,Yuma,Colorado
24874.0,Routt,Colorado
30429.0,Summit,Colorado
9379.0,Clear Creek,Colorado
30346.0,Delta,Colorado
164685.0,Pueblo,Colorado
28257.0,Morgan,Colorado
17392.0,Park,Colorado
149998.0,Mesa,Colorado
12052.0,Prowers,Colorado
688153.0,El Paso,Colorado
4840.0,Washington,Colorado
636671.0,Arapahoe,Colorado
66120.0,Broomfield,Colorado
859339.0,New Haven,Connecticut
151269.0,Tolland,Connecticut
894730.0,Hartford,Connecticut
116538.0,Windham,Connecticut
163368.0,Middlesex,Connecticut
555133.0,New Castle,Delaware
219540.0,Sussex,Delaware
684498.0,District of Columbia,District of Columbia
200737.0,Okaloosa,Florida
22098.0,Taylor,Florida
24566.0,Washington,Florida
924229.0,Duval,Florida
26979.0,Bradford,Florida
576808.0,Brevard,Florida
207291.0,Clay,Florida
8744.0,Lafayette,Florida
335362.0,Lake,Florida
80578.0,Nassau,Florida
957875.0,Pinellas,Florida
668671.0,Polk,Florida
305591.0,St. Lucie,Florida
13363.0,Glades,Florida
40127.0,Hendry,Florida
150984.0,Indian River,Florida
48472.0,Jackson,Florida
1446277.0,Palm Beach,Florida
235503.0,St. Johns,Florida
455086.0,Seminole,Florida
2715516.0,Miami-Dade,Florida
182482.0,Bay,Florida
107139.0,Flagler,Florida
11736.0,Franklin,Florida
14269.0,Hamilton,Florida
8365.0,Liberty,Florida
120999.0,Sumter,Florida
46017.0,Gadsden,Florida
19430.0,Holmes,Florida
718679.0,Lee,Florida
348371.0,Marion,Florida
363922.0,Collier,Florida
1321194.0,Orange,Florida
510593.0,Pasco,Florida
102101.0,Highlands,Florida
43924.0,Suwannee,Florida
36399.0,DeSoto,Florida
14444.0,Calhoun,Florida
69105.0,Columbia,Florida
16437.0,Dixie,Florida
72766.0,Putnam,Florida
15239.0,Union,Florida
373853.0,Manatee,Florida
39961.0,Levy,Florida
27785.0,Baker,Florida
527634.0,Volusia,Florida
288102.0,Leon,Florida
18474.0,Madison,Florida
311522.0,Escambia,Florida
182696.0,Hernando,Florida
6428.0,Calhoun,Georgia
13480.0,Macon,Georgia
12775.0,Bleckley,Georgia
153490.0,Bibb,Georgia
8484.0,Marion,Georgia
5211.0,Schley,Georgia
13905.0,Dooly,Georgia
22514.0,Franklin,Georgia
58689.0,Effingham,Georgia
18513.0,Lamar,Georgia
22499.0,Emanuel,Georgia
2276.0,Quitman,Georgia
13784.0,Jasper,Georgia
9730.0,Johnson,Georgia
62108.0,Liberty,Georgia
22432.0,Mitchell,Georgia
8437.0,Seminole,Georgia
40510.0,Tift,Georgia
8284.0,Twiggs,Georgia
41621.0,Polk,Georgia
6378.0,Talbot,Georgia
8193.0,Taylor,Georgia
8859.0,Terrell,Georgia
44730.0,Thomas,Georgia
27048.0,Toombs,Georgia
9078.0,Wilkinson,Georgia
17154.0,Ben Hill,Georgia
22550.0,Burke,Georgia
66299.0,Catoosa,Georgia
10767.0,Chattahoochee,Georgia
24817.0,Chattooga,Georgia
147295.0,Columbia,Georgia
26833.0,Decatur,Georgia
96824.0,Floyd,Georgia
219880.0,Forsyth,Georgia
44289.0,Habersham,Georgia
114582.0,Lowndes,Georgia
21113.0,Meriwether,Georgia
27010.0,Monroe,Georgia
30352.0,Sumter,Georgia
1665.0,Taliaferro,Georgia
3189.0,Baker,Georgia
23750.0,Butts,Georgia
10827.0,Candler,Georgia
116022.0,Carroll,Georgia
12344.0,Crawford,Georgia
22846.0,Crisp,Georgia
140516.0,Coweta,Georgia
745057.0,Cobb,Georgia
16227.0,Dade,Georgia
90132.0,Walton,Georgia
15622.0,Brooks,Georgia
20919.0,Dodge,Georgia
19212.0,Elbert,Georgia
111369.0,Fayette,Georgia
8827.0,Jenkins,Georgia
106497.0,Newton,Georgia
30832.0,Pickens,Georgia
45606.0,Colquitt,Georgia
23861.0,Dawson,Georgia
278666.0,Clayton,Georgia
195961.0,Hall,Georgia
11677.0,Heard,Georgia
8535.0,Hancock,Georgia
21498.0,McDuffie,Georgia
18235.0,Morgan,Georgia
91049.0,Dougherty,Georgia
24925.0,Fannin,Georgia
151682.0,Houston,Georgia
47418.0,Laurens,Georgia
64719.0,Spalding,Georgia
16115.0,Telfair,Georgia
22775.0,Union,Georgia
20461.0,Washington,Georgia
28928.0,White,Georgia
155840.0,Paulding,Georgia
18082.0,Pike,Georgia
201463.0,Richmond,Georgia
25353.0,Tattnall,Georgia
19025.0,Berrien,Georgia
68824.0,Walker,Georgia
902298.0,Gwinnett,Georgia
76887.0,Barrow,Georgia
12983.0,Charlton,Georgia
6743.0,Clinch,Georgia
103620.0,Bartow,Georgia
141840.0,Douglas,Georgia
24926.0,Grady,Georgia
14991.0,Jeff Davis,Georgia
9036.0,Montgomery,Georgia
14784.0,Oglethorpe,Georgia
7087.0,Randolph,Georgia
89011.0,Rockdale,Georgia
35599.0,Ware,Georgia
29767.0,Wayne,Georgia
7939.0,Wheeler,Georgia
8846.0,Wilcox,Georgia
45286.0,Baldwin,Georgia
74782.0,Bulloch,Georgia
124602.0,Clarke,Georgia
3994.0,Echols,Georgia
83974.0,Glynn,Georgia
28956.0,Haralson,Georgia
15772.0,Jefferson,Georgia
28548.0,Jones,Georgia
39557.0,Murray,Georgia
196670.0,Muscogee,Georgia
16457.0,Rabun,Georgia
6042.0,Stewart,Georgia
6777.0,Treutlen,Georgia
9268.0,Irwin,Georgia
8265.0,Atkinson,Georgia
11228.0,Bacon,Georgia
18561.0,Brantley,Georgia
10025.0,Washington,Idaho
23615.0,Cassia,Idaho
17052.0,Gem,Idaho
10401.0,Valley,Idaho
4019.0,Adams,Idaho
40155.0,Nez Perce,Idaho
153605.0,Kootenai,Idaho
3845.0,Lewis,Idaho
2602.0,Butte,Idaho
83666.0,Twin Falls,Idaho
11455.0,Owyhee,Idaho
7163.0,Boise,Idaho
6918.0,Caribou,Idaho
446052.0,Ada,Idaho
85065.0,Bannock,Idaho
45551.0,Bingham,Idaho
886.0,Camas,Idaho
212230.0,Canyon,Idaho
27969.0,Jefferson,Idaho
39239.0,Latah,Idaho
23041.0,Payette,Idaho
9086.0,Benewah,Idaho
1077.0,Clark,Idaho
26433.0,Elmore,Idaho
12965.0,Fremont,Idaho
12526.0,Shoshone,Idaho
16337.0,Idaho,Idaho
197658.0,Hawaii,Hawaii
165281.0,Maui,Hawaii
71377.0,Kauai,Hawaii
75.0,Kalawao,Hawaii
22069.0,Jersey,Illinois
5746.0,Putnam,Illinois
16042.0,De Witt,Illinois
21724.0,Fayette,Illinois
34527.0,Lee,Illinois
29207.0,Logan,Illinois
45719.0,Macoupin,Illinois
15881.0,Richland,Illinois
24231.0,Saline,Illinois
14155.0,Washington,Illinois
29009.0,Montgomery,Illinois
56396.0,Whiteside,Illinois
66427.0,Adams,Illinois
37628.0,Clinton,Illinois
104200.0,DeKalb,Illinois
6507.0,Edwards,Illinois
9598.0,Jasper,Illinois
38169.0,Jefferson,Illinois
688697.0,Will,Illinois
67299.0,Williamson,Illinois
19714.0,Douglas,Illinois
35418.0,Fulton,Illinois
13218.0,Greene,Illinois
4009.0,Hardin,Illinois
49464.0,Henry,Illinois
50999.0,Knox,Illinois
703619.0,Lake,Illinois
14430.0,Massac,Illinois
5047.0,Scott,Illinois
12665.0,Cass,Illinois
110401.0,LaSalle,Illinois
18112.0,Hancock,Illinois
50509.0,Grundy,Illinois
111061.0,Kankakee,Illinois
931743.0,DuPage,Illinois
197661.0,Sangamon,Illinois
12367.0,Menard,Illinois
45433.0,Stephenson,Illinois
5223719.0,Cook,Illinois
51328.0,Ogle,Illinois
34426.0,Morgan,Illinois
14025.0,White,Illinois
38817.0,Woodford,Illinois
6884.0,Henderson,Illinois
307789.0,McHenry,Illinois
173219.0,McLean,Illinois
21384.0,Perry,Illinois
15754.0,Pike,Illinois
145275.0,Rock Island,Illinois
263463.0,St. Clair,Illinois
11573.0,Wabash,Illinois
4858.0,Calhoun,Illinois
10865.0,Cumberland,Illinois
21834.0,Jo Daviess,Illinois
530839.0,Kane,Illinois
16189.0,Lawrence,Illinois
6675.0,Brown,Illinois
11794.0,Marshall,Illinois
28169.0,Iroquois,Illinois
33231.0,Christian,Illinois
13338.0,Clay,Illinois
5157.0,Gallatin,Illinois
58551.0,Jackson,Illinois
33936.0,Monroe,Illinois
184463.0,Peoria,Illinois
17127.0,Union,Illinois
286174.0,Winnebago,Illinois
16427.0,Piatt,Illinois
5611.0,Pulaski,Illinois
7064.0,Schuyler,Illinois
5500.0,Stark,Illinois
17539.0,Edgar,Illinois
16712.0,Bond,Illinois
53606.0,Boone,Illinois
33381.0,Bureau,Illinois
14562.0,Carroll,Illinois
51736.0,Coles,Illinois
19088.0,Crawford,Illinois
145403.0,Monroe,Indiana
16486.0,Fountain,Indiana
203604.0,Elkhart,Indiana
10581.0,Crawford,Indiana
38084.0,Cass,Indiana
944523.0,Marion,Indiana
26268.0,Clay,Indiana
160940.0,Hendricks,Indiana
22842.0,Franklin,Indiana
66944.0,Grant,Indiana
43938.0,Jackson,Indiana
82387.0,Howard,Indiana
20878.0,Owen,Indiana
25076.0,Randolph,Indiana
33649.0,Whitley,Indiana
15034.0,Brown,Indiana
32301.0,Clinton,Indiana
7153.0,Union,Indiana
45619.0,Lawrence,Indiana
32937.0,Daviess,Indiana
49501.0,Dearborn,Indiana
37409.0,Knox,Indiana
19141.0,Perry,Indiana
12660.0,Pulaski,Indiana
25589.0,Posey,Indiana
8247.0,Warren,Indiana
15560.0,Vermillion,Indiana
370016.0,Allen,Indiana
26552.0,Decatur,Indiana
76809.0,Floyd,Indiana
27727.0,Jennings,Indiana
151564.0,Johnson,Indiana
69727.0,Morgan,Indiana
33596.0,Gibson,Indiana
19547.0,Orange,Indiana
78806.0,Kosciusko,Indiana
46595.0,Marshall,Indiana
181313.0,Vanderburgh,Indiana
12129.0,Blackford,Indiana
23743.0,Scott,Indiana
39712.0,Harrison,Indiana
110552.0,LaPorte,Indiana
31631.0,Wabash,Indiana
33449.0,Jasper,Indiana
10210.0,Martin,Indiana
168041.0,Porter,Indiana
44399.0,Shelby,Indiana
28425.0,Ripley,Indiana
20526.0,Spencer,Indiana
20792.0,Sullivan,Indiana
15218.0,Tipton,Indiana
189294.0,Tippecanoe,Indiana
107693.0,Vigo,Indiana
61928.0,Warrick,Indiana
316095.0,Hamilton,Indiana
42704.0,DeKalb,Indiana
38942.0,LaGrange,Indiana
81893.0,Bartholomew,Indiana
16704.0,Rush,Indiana
64321.0,Boone,Indiana
20212.0,Fulton,Indiana
486849.0,Lake,Indiana
38276.0,Montgomery,Indiana
47451.0,Noble,Indiana
35195.0,Adams,Indiana
23259.0,Fayette,Indiana
17258.0,Delaware,Iowa
6413.0,Wayne,Iowa
222121.0,Linn,Iowa
172288.0,Scott,Iowa
13911.0,O'Brien,Iowa
25626.0,Benton,Iowa
96802.0,Dubuque,Iowa
15110.0,Hamilton,Iowa
6898.0,Pocahontas,Iowa
12453.0,Union,Iowa
7223.0,Van Buren,Iowa
4984.0,Ringgold,Iowa
8885.0,Davis,Iowa
7124.0,Adair,Iowa
5637.0,Audubon,Iowa
9282.0,Clarke,Iowa
6916.0,Ida,Iowa
10200.0,Keokuk,Iowa
7863.0,Monroe,Iowa
35315.0,Wapello,Iowa
34825.0,Sioux,Iowa
9780.0,Calhoun,Iowa
18445.0,Cedar,Iowa
42984.0,Cerro Gordo,Iowa
9003.0,Greene,Iowa
17127.0,Hardin,Iowa
8597.0,Lucas,Iowa
10571.0,Winnebago,Iowa
9055.0,Palo Alto,Iowa
12510.0,Appanoose,Iowa
16207.0,Iowa,Iowa
36891.0,Jasper,Iowa
20401.0,Winneshiek,Iowa
18605.0,Poweshiek,Iowa
40271.0,Marshall,Iowa
26399.0,Boone,Iowa
24782.0,Bremer,Iowa
9264.0,Howard,Iowa
9551.0,Emmet,Iowa
10888.0,Hancock,Iowa
15890.0,Madison,Iowa
33207.0,Marion,Iowa
12804.0,Wright,Iowa
43988.0,Madison,Ohio
86076.0,Muskingum,Ohio
418201.0,Dakota,Minnesota
25839.0,Lyon,Minnesota
14721.0,Renville,Minnesota
5311.0,Cook,Minnesota
23079.0,Meeker,Minnesota
14184.0,Pennington,Minnesota
6343.0,Wilkin,Minnesota
62801.0,Clay,Minnesota
20888.0,Fillmore,Minnesota
31591.0,Polk,Minnesota
15462.0,Roseau,Minnesota
10973.0,Watonwan,Minnesota
5016.0,Big Stone,Minnesota
29022.0,Cass,Minnesota
46217.0,Goodhue,Minnesota
10047.0,Jackson,Minnesota
21839.0,Nobles,Minnesota
93231.0,Sherburne,Minnesota
100416.0,Carver,Minnesota
45203.0,Itasca,Minnesota
541493.0,Ramsey,Minnesota
50847.0,Winona,Minnesota
103498.0,Madison,Mississippi
25202.0,Marion,Mississippi
32730.0,Titus,Texas
81862.0,Liberty,Texas
64639.0,Wise,Texas
41192.0,Jim Wells,Texas
10663.0,Dimmit,Texas
739342.0,Fort Bend,Texas
1524.0,Irion,Texas
39571.0,Cooke,Texas
12964.0,Dawson,Texas
17863.0,Burleson,Texas
255210.0,Jefferson,Texas
2090.0,Oldham,Texas
837654.0,El Paso,Texas
862.0,Terrell,Texas
27009.0,Uvalde,Texas
8789.0,Archer,Texas
849389.0,Hidalgo,Texas
8743.0,Somervell,Texas
65185.0,Tooele,Utah
5809.0,Haskell,Texas
4902.0,Mills,Texas
14057.0,Newton,Texas
40511.0,Summit,Utah
1904.0,Piute,Utah
6443.0,Beaver,Utah
29366.0,Sanpete,Utah
590440.0,Utah,Utah
49025.0,Franklin,Vermont
35920.0,Bennington,Vermont
6208.0,Essex,Vermont
6399.0,Buena Vista city,Virginia
31827.0,Petersburg city,Virginia
23865.0,Fairfax city,Virginia
41457.0,Manassas city,Virginia
89160.0,Suffolk city,Virginia
339447.0,Chesterfield,Virginia
36372.0,Isle of Wight,Virginia
8211.0,Franklin city,Virginia
47042.0,Charlottesville city,Virginia
325642.0,Henrico,Virginia
16497.0,King William,Virginia
35380.0,Louisa,Virginia
22956.0,Prince Edward,Virginia
8878.0,Richmond,Virginia
131412.0,Spotsylvania,Virginia
14365.0,Clarke,Virginia
30847.0,Mecklenburg,Virginia
74701.0,Augusta,Virginia
14960.0,Dickenson,Virginia
385143.0,Loudoun,Virginia
93583.0,Roanoke,Virginia
17593.0,Colonial Heights city,Virginia
6447.0,Bland,Virginia
17004.0,Buckingham,Virginia
5582.0,Covington city,Virginia
450135.0,Virginia Beach city,Virginia
6638.0,Galax city,Virginia
17638.0,Westmoreland,Virginia
34234.0,Pulaski,Virginia
41512.0,Danville city,Virginia
31882.0,Amherst,Virginia
4393.0,Bath,Virginia
180145.0,Newport News city,Virginia
80131.0,Lynchburg city,Virginia
13101.0,Martinsville city,Virginia
11036.0,Essex,Virginia
24452.0,Staunton city,Virginia
17630.0,Radford city,Virginia
5113.0,Craig,Virginia
16814.0,Giles,Virginia
7332.0,Rappahannock,Virginia
9932.0,Ritchie,West Virginia
21078.0,Lincoln,West Virginia
56652.0,Putnam,West Virginia
22817.0,Boone,West Virginia
31645.0,Marshall,West Virginia
7027.0,Tucker,West Virginia
7507.0,Pleasants,West Virginia
14205.0,Roane,West Virginia
85556.0,Wood,West Virginia
26939.0,Mason,West Virginia
56179.0,Jefferson,West Virginia
33801.0,Logan,West Virginia
30856.0,Jefferson,Washington
21281.0,Pacific,Washington
11620.0,Skamania,Washington
74487.0,Clallam,Washington
21396.0,Klickitat,Washington
41371.0,Douglas,Washington
859840.0,Pierce,Washington
60236.0,Walla Walla,Washington
786620.0,Snohomish,Washington
274684.0,Thurston,Washington
465384.0,Clark,Washington
19452.0,Adams,Washington
123907.0,Skagit,Washington
10435.0,Lincoln,Washington
20356.0,Taylor,Wisconsin
13490.0,Price,Wisconsin
954209.0,Milwaukee,Wisconsin
44498.0,Dunn,Wisconsin
36864.0,Green,Wisconsin
41009.0,Shawano,Wisconsin
4579.0,Menominee,Wisconsin
13167.0,Buffalo,Wisconsin
117850.0,La Crosse,Wisconsin
102991.0,Eau Claire,Wisconsin
43349.0,Polk,Wisconsin
398879.0,Waukesha,Wisconsin
21593.0,Vilas,Wisconsin
26419.0,Juneau,Wisconsin
134535.0,Washington,Wisconsin
529843.0,Dane,Wisconsin
102315.0,Fond du Lac,Wisconsin
7262.0,Pepin,Wisconsin
70599.0,Portage,Wisconsin
19011.0,Lincoln,Wyoming
97692.0,Laramie,Wyoming
46960.0,Juana D�az Municipio,Puerto Rico
22066.0,Santa Isabel Municipio,Puerto Rico
41706.0,Guayama Municipio,Puerto Rico
46894.0,Gurabo Municipio,Puerto Rico
26463.0,Lo�za Municipio,Puerto Rico
54166.0,Aguadilla Municipio,Puerto Rico
8599.0,Las Mar�as Municipio,Puerto Rico
22993.0,Villalba Municipio,Puerto Rico
157453.0,Carolina Municipio,Puerto Rico
34165.0,Corozal Municipio,Puerto Rico
143926.0,Ponce Municipio,Puerto Rico
79726.0,Toa Baja Municipio,Puerto Rico
38643.0,Aguada Municipio,Puerto Rico
16912.0,Ciales Municipio,Puerto Rico
40343.0,Cidra Municipio,Puerto Rico
18547.0,Luquillo Municipio,Puerto Rico
37873.0,San Lorenzo Municipio,Puerto Rico
14906.0,Jayuya Municipio,Puerto Rico
50550.0,R�o Grande Municipio,Puerto Rico
53371.0,Vega Baja Municipio,Puerto Rico
19008.0,Guayanilla Municipio,Puerto Rico
23315.0,Lajas Municipio,Puerto Rico
29965.0,Marion,Alabama
659892.0,Jefferson,Alabama
31542.0,Franklin,Alabama
25853.0,Cherokee,Alabama
40029.0,Dallas,Alabama
19054.0,Macon,Alabama
211261.0,Shelby,Alabama
208107.0,Baldwin,Alabama
104352.0,Houston,Alabama
206213.0,Tuscaloosa,Alabama
13378.0,Clay,Alabama
33403.0,Pike,Alabama
10855.0,Coosa,Alabama
14887.0,Hale,Alabama
37328.0,Escambia,Alabama
20025.0,Butler,Alabama
9486.0,Perry,Alabama
12514.0,Conecuh,Alabama
22527.0,Bibb,Alabama
33826.0,Chambers,Alabama
16585.0,Fayette,Alabama
57645.0,Blount,Alabama
55200.0,Autauga,Alabama
26491.0,Geneva,Alabama
9301.0,Valdez-Cordova Census Area,Alaska
2132.0,Hoonah-Angoon Census Area,Alaska
2484.0,Wrangell City and Borough,Alaska
1019722.0,Pima,Arizona
53400.0,Gila,Arizona
126279.0,Cochise,Arizona
71522.0,Apache,Arizona
224645.0,Yavapai,Arizona
108705.0,Navajo,Arizona
393463.0,Pulaski,Arkansas
15061.0,Clay,Arkansas
7432.0,Dallas,Arkansas
17603.0,Randolph,Arkansas
37288.0,Boone,Arkansas
37264.0,Independence,Arkansas
18086.0,Grant,Arkansas
122416.0,Faulkner,Arkansas
16438.0,Marion,Arkansas
7923.0,Searcy,Arkansas
62472.0,Crawford,Arkansas
33520.0,Hot Spring,Arkansas
16076.0,Madison,Arkansas
13389.0,Howard,Arkansas
42831.0,Mississippi,Arkansas
39732.0,Union,Arkansas
93961.0,Geauga,Ohio
14090.0,Monroe,Ohio
230052.0,Lake,Ohio
135198.0,Clark,Ohio
43859.0,Holmes,Ohio
226564.0,Warren,Ohio
53477.0,Ashland,Ohio
25071.0,Seminole,Oklahoma
9634.0,Blaine,Oklahoma
5618.0,Coal,Oklahoma
15618.0,Kingfisher,Oklahoma
16376.0,Marshall,Oklahoma
10383.0,Nowata,Oklahoma
90814.0,Rogers,Oklahoma
5857.0,Alfalfa,Oklahoma
276733.0,Cleveland,Oklahoma
13874.0,Atoka,Oklahoma
4918.0,Dewey,Oklahoma
46044.0,Logan,Oklahoma
52001.0,Washington,Oklahoma
12704.0,Haskell,Oklahoma
38889.0,Okmulgee,Oklahoma
6223.0,Jefferson,Oklahoma
27823.0,Garvin,Oklahoma
38358.0,Pontotoc,Oklahoma
13460.0,Hughes,Oklahoma
122561.0,Comanche,Oklahoma
16428.0,Pawnee,Oklahoma
108323.0,Douglas,Oregon
81427.0,Polk,Oregon
180640.0,Deschutes,Oregon
103820.0,Yamhill,Oregon
66310.0,Klamath,Oregon
89780.0,Benton,Oregon
22337.0,Crook,Oregon
7228.0,Harney,Oregon
6924.0,Wallowa,Oregon
1426.0,Wheeler,Oregon
63308.0,Coos,Oregon
23131.0,Hood River,Oregon
798647.0,Multnomah,Oregon
153751.0,Franklin,Pennsylvania
48611.0,Bedford,Pennsylvania
74949.0,Somerset,Pennsylvania
444014.0,York,Pennsylvania
61304.0,Bradford,Pennsylvania
517156.0,Chester,Pennsylvania
85755.0,Indiana,Pennsylvania
207547.0,Washington,Pennsylvania
55498.0,Pike,Pennsylvania
362613.0,Lehigh,Pennsylvania
38827.0,Clarion,Pennsylvania
80216.0,Clearfield,Pennsylvania
114859.0,Lycoming,Pennsylvania
40035.0,Warren,Pennsylvania
30608.0,Elk,Pennsylvania
112630.0,Mercer,Pennsylvania
6177.0,Sullivan,Pennsylvania
163861.0,Kent,Rhode Island
126242.0,Washington,Rhode Island
76696.0,Oconee,South Carolina
9214.0,Allendale,South Carolina
32326.0,Chester,South Carolina
31562.0,Marion,South Carolina
394708.0,Charleston,South Carolina
27131.0,Marlboro,South Carolina
56711.0,Cherokee,South Carolina
27900.0,Jasper,South Carolina
17606.0,Lee,South Carolina
302195.0,Spartanburg,South Carolina
182658.0,Beaufort,South Carolina
20299.0,Saluda,South Carolina
7315.0,Hutchinson,South Dakota
2053.0,Buffalo,South Dakota
5779.0,Dewey,South Dakota
17617.0,Hughes,South Dakota
2388.0,Sanborn,South Dakota
3301.0,Hand,South Dakota
22717.0,Yankton,South Dakota
18374.0,Beadle,South Dakota
19901.0,Davison,South Dakota
2029.0,Jerauld,South Dakota
2997.0,Stanley,South Dakota
2326.0,Potter,South Dakota
9344.0,Charles Mix,South Dakota
4895.0,Marshall,South Dakota
6506.0,Moody,South Dakota
10146.0,Todd,South Dakota
3869.0,Lyman,South Dakota
6543.0,Spink,South Dakota
34239.0,Brookings,South Dakota
6000.0,Hamlin,South Dakota
8176.0,Houston,Tennessee
25771.0,Hardin,Tennessee
25562.0,Hardeman,Tennessee
16782.0,Polk,Tennessee
26580.0,White,Tennessee
17780.0,Unicoi,Tennessee
33626.0,Weakley,Tennessee
14602.0,Bledsoe,Tennessee
54531.0,Coffee,Tennessee
56402.0,Hawkins,Tennessee
23487.0,Macon,Tennessee
69344.0,Robertson,Tennessee
39929.0,Cheatham,Tennessee
29167.0,Giles,Tennessee
97682.0,Madison,Tennessee
5088.0,Pickett,Tennessee
16649.0,Wayne,Tennessee
47558.0,Bedford,Tennessee
58634.0,Cumberland,Tennessee
31613.0,Claiborne,Tennessee
18318.0,Humphreys,Tennessee
76440.0,Putnam,Tennessee
13301.0,Stewart,Tennessee
